ctxID,wholepath,output_folder,lat_min,lat_max,areakm2_original,areakm2_clipped
P02_001636_2759_XI_84N100W_B01_010040_2639_XN_83N096W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_B01_010040_2639_XN_83N096W,output_-110_-100_60_85,84.1531,84.2458,5.0991,0.0
P02_001636_2759_XI_84N100W_B01_010198_2644_XI_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_B01_010198_2644_XI_84N107W,output_-110_-100_60_85,83.8879,84.2444,137.3909,0.0
P02_001636_2759_XI_84N100W_G15_024215_2636_XI_83N095W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_G15_024215_2636_XI_83N095W,output_-110_-100_60_85,83.676,84.546,780.4004,0.0
P02_001636_2759_XI_84N100W_G17_024703_2633_XN_83N098W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_G17_024703_2633_XN_83N098W,output_-110_-100_60_85,83.6931,84.2619,321.4123,0.0
P02_001636_2759_XI_84N100W_G22_026813_2633_XN_83N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_G22_026813_2633_XN_83N103W,output_-110_-100_60_85,83.8712,83.9493,5.4302,0.0
P02_001636_2759_XI_84N100W_D20_035173_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_D20_035173_2644_XN_84N107W,output_-110_-100_60_85,84.1791,84.1859,0.0477,0.0
P02_001636_2759_XI_84N100W_F01_036004_2644_XN_84N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F01_036004_2644_XN_84N106W,output_-110_-100_60_85,84.0485,84.2329,36.5543,0.0
P02_001636_2759_XI_84N100W_D22_035951_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_D22_035951_2644_XN_84N107W,output_-110_-100_60_85,84.1776,84.1879,0.1084,0.0
P02_001636_2759_XI_84N100W_F01_036043_2644_XN_84N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F01_036043_2644_XN_84N105W,output_-110_-100_60_85,84.0634,84.3083,55.4395,0.0
P02_001636_2759_XI_84N100W_F04_037296_2641_XN_84N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F04_037296_2641_XN_84N101W,output_-110_-100_60_85,83.7269,84.5187,751.892,0.0
P02_001636_2759_XI_84N100W_F03_037085_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F03_037085_2645_XN_84N107W,output_-110_-100_60_85,84.0172,84.1836,29.4162,0.0
P02_001636_2759_XI_84N100W_F04_037322_2641_XN_84N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F04_037322_2641_XN_84N101W,output_-110_-100_60_85,83.7155,84.5321,730.728,0.0
P02_001636_2759_XI_84N100W_F21_044193_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F21_044193_2644_XN_84N107W,output_-110_-100_60_85,84.1606,84.1644,0.0156,0.0
P02_001636_2759_XI_84N100W_F23_044905_2634_XN_83N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_F23_044905_2634_XN_83N099W,output_-110_-100_60_85,83.676,83.7416,7.547,0.0
P02_001636_2759_XI_84N100W_J02_045604_2644_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_J02_045604_2644_XN_84N107W,output_-110_-100_60_85,84.1112,84.1833,5.3961,0.0
P02_001636_2759_XI_84N100W_J03_046105_2645_XN_84N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001636_2759_XI_84N100W_J03_046105_2645_XN_84N107W,output_-110_-100_60_85,83.8789,84.1731,111.2546,0.0
P02_001667_2614_XN_81N090W_P17_007517_2768_XN_83N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001667_2614_XN_81N090W_P17_007517_2768_XN_83N103W,output_-110_-100_60_85,83.6,83.6639,0.8062,0.0
P02_001667_2614_XN_81N090W_G15_024215_2636_XI_83N095W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001667_2614_XN_81N090W_G15_024215_2636_XI_83N095W,output_-110_-100_60_85,83.6,83.6639,0.8062,0.0
P02_001667_2614_XN_81N090W_F23_044905_2634_XN_83N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001667_2614_XN_81N090W_F23_044905_2634_XN_83N099W,output_-110_-100_60_85,83.6,83.6639,0.8062,0.0
P02_001746_2663_XI_86N113W_P17_007785_2641_XN_84N091W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001746_2663_XI_86N113W_P17_007785_2641_XN_84N091W,output_-110_-100_60_85,84.8966,85.0001,28.2321,0.0
P02_001746_2663_XI_86N113W_P17_007851_2638_XN_83N092W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001746_2663_XI_86N113W_P17_007851_2638_XN_83N092W,output_-110_-100_60_85,84.85,85.0001,76.2807,0.0
P02_001746_2663_XI_86N113W_P20_008998_2635_XI_83N089W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001746_2663_XI_86N113W_P20_008998_2635_XI_83N089W,output_-110_-100_60_85,84.9203,85.0001,11.5958,0.0
P02_001746_2663_XI_86N113W_P21_009130_2627_XI_82N089W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001746_2663_XI_86N113W_P21_009130_2627_XI_82N089W,output_-110_-100_60_85,84.8555,85.0001,32.6284,0.0
P02_001746_2663_XI_86N113W_G15_024215_2636_XI_83N095W,G:\crater_flux_output_folders\output_-110_-100_60_85\P02_001746_2663_XI_86N113W_G15_024215_2636_XI_83N095W,output_-110_-100_60_85,84.874,85.0001,0.9942,0.0
P13_006151_2600_XN_80N104W_P13_006217_2589_XN_78N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P13_006217_2589_XN_78N104W,output_-110_-100_60_85,77.417,81.34,1002.623,0.0
P13_006151_2600_XN_80N104W_P13_006230_2595_XN_79N100W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P13_006230_2595_XN_79N100W,output_-110_-100_60_85,78.5171,81.8317,321.6313,0.0
P13_006151_2600_XN_80N104W_P14_006507_2634_XN_83N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P14_006507_2634_XN_83N112W,output_-110_-100_60_85,80.885,82.4053,1662.3127,0.0
P13_006151_2600_XN_80N104W_P14_006586_2585_XN_78N098W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P14_006586_2585_XN_78N098W,output_-110_-100_60_85,77.9101,78.592,27.9637,0.0
P13_006151_2600_XN_80N104W_P17_007517_2768_XN_83N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P17_007517_2768_XN_83N103W,output_-110_-100_60_85,81.7796,82.523,613.0227,0.0
P13_006151_2600_XN_80N104W_P17_007667_2614_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P17_007667_2614_XN_81N105W,output_-110_-100_60_85,80.278,82.3048,1994.1679,0.0
P13_006151_2600_XN_80N104W_P18_008097_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P18_008097_2787_XN_81N105W,output_-110_-100_60_85,80.8666,81.6716,560.3947,0.0
P13_006151_2600_XN_80N104W_P20_008822_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P20_008822_2787_XN_81N105W,output_-110_-100_60_85,80.8753,81.646,502.2314,0.0
P13_006151_2600_XN_80N104W_P20_009012_2609_XN_80N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P20_009012_2609_XN_80N106W,output_-110_-100_60_85,80.44,81.2641,975.0324,0.0
P13_006151_2600_XN_80N104W_P21_009091_2640_XN_84N114W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P21_009091_2640_XN_84N114W,output_-110_-100_60_85,82.4078,82.523,0.7917,0.0
P13_006151_2600_XN_80N104W_P21_009157_2635_XI_83N115W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P21_009157_2635_XI_83N115W,output_-110_-100_60_85,81.035,82.0247,574.5187,0.0
P13_006151_2600_XN_80N104W_P21_009315_2608_XI_80N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P21_009315_2608_XI_80N101W,output_-110_-100_60_85,80.6737,82.523,726.904,0.0
P13_006151_2600_XN_80N104W_P22_009579_2594_XN_79N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P22_009579_2594_XN_79N104W,output_-110_-100_60_85,77.8883,80.794,1765.3049,0.0
P13_006151_2600_XN_80N104W_P22_009737_2598_XN_79N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P22_009737_2598_XN_79N102W,output_-110_-100_60_85,79.307,80.0705,639.963,0.0
P13_006151_2600_XN_80N104W_P22_009837_2840_XN_76N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_P22_009837_2840_XN_76N104W,output_-110_-100_60_85,77.417,78.306,573.2368,0.0
P13_006151_2600_XN_80N104W_B01_010093_2598_XN_79N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B01_010093_2598_XN_79N101W,output_-110_-100_60_85,79.328,80.0219,132.0615,0.0
P13_006151_2600_XN_80N104W_B01_010127_2842_XN_75N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B01_010127_2842_XN_75N102W,output_-110_-100_60_85,77.4285,78.044,500.2474,0.0
P13_006151_2600_XN_80N104W_B03_010660_2601_XN_80N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B03_010660_2601_XN_80N103W,output_-110_-100_60_85,79.661,80.2317,457.7509,0.0
P13_006151_2600_XN_80N104W_B21_017715_2578_XN_77N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B21_017715_2578_XN_77N103W,output_-110_-100_60_85,77.5018,78.084,16.4142,0.0
P13_006151_2600_XN_80N104W_B21_017794_2613_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B21_017794_2613_XN_81N105W,output_-110_-100_60_85,80.834,81.4988,605.2509,0.0
P13_006151_2600_XN_80N104W_B22_018171_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_B22_018171_2787_XN_81N105W,output_-110_-100_60_85,80.8824,81.6866,541.678,0.0
P13_006151_2600_XN_80N104W_G01_018506_2567_XN_76N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G01_018506_2567_XN_76N099W,output_-110_-100_60_85,77.4446,77.6707,154.6266,0.0
P13_006151_2600_XN_80N104W_G16_024374_2631_XN_83N111W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G16_024374_2631_XN_83N111W,output_-110_-100_60_85,80.5,82.3646,1514.6641,0.0
P13_006151_2600_XN_80N104W_G15_024242_2631_XI_83N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G15_024242_2631_XI_83N107W,output_-110_-100_60_85,80.9035,82.523,1135.7386,0.0
P13_006151_2600_XN_80N104W_G17_024901_2629_XI_82N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G17_024901_2629_XI_82N104W,output_-110_-100_60_85,82.2248,82.523,47.4606,0.0
P13_006151_2600_XN_80N104W_G17_024730_2617_XN_81N110W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G17_024730_2617_XN_81N110W,output_-110_-100_60_85,80.3565,82.0767,193.3992,0.0
P13_006151_2600_XN_80N104W_G20_026167_2613_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G20_026167_2613_XN_81N105W,output_-110_-100_60_85,80.814,81.5774,587.6683,0.0
P13_006151_2600_XN_80N104W_G23_027375_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G23_027375_2787_XN_81N105W,output_-110_-100_60_85,80.8926,81.697,536.5303,0.0
P13_006151_2600_XN_80N104W_D01_027710_2628_XN_82N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_D01_027710_2628_XN_82N107W,output_-110_-100_60_85,82.341,82.523,80.315,0.0
P13_006151_2600_XN_80N104W_D01_027578_2579_XN_77N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_D01_027578_2579_XN_77N103W,output_-110_-100_60_85,77.417,78.701,99.3425,0.0
P13_006151_2600_XN_80N104W_G21_026312_2613_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G21_026312_2613_XN_81N105W,output_-110_-100_60_85,80.814,81.5813,593.2978,0.0
P13_006151_2600_XN_80N104W_G22_026866_2627_XN_82N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G22_026866_2627_XN_82N108W,output_-110_-100_60_85,82.169,82.523,238.9242,0.0
P13_006151_2600_XN_80N104W_G23_027341_2579_XN_77N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_G23_027341_2579_XN_77N103W,output_-110_-100_60_85,77.5417,78.579,85.7607,0.0
P13_006151_2600_XN_80N104W_D17_033881_2613_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_D17_033881_2613_XN_81N105W,output_-110_-100_60_85,80.814,81.5768,590.948,0.0
P13_006151_2600_XN_80N104W_F19_043112_2607_XN_80N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_F19_043112_2607_XN_80N104W,output_-110_-100_60_85,80.238,80.9719,499.119,0.0
P13_006151_2600_XN_80N104W_J20_052474_2607_XN_80N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006151_2600_XN_80N104W_J20_052474_2607_XN_80N102W,output_-110_-100_60_85,80.4745,80.9407,40.2946,0.0
P13_006164_2585_XN_78N096W_P13_006230_2595_XN_79N100W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P13_006230_2595_XN_79N100W,output_-110_-100_60_85,79.3462,80.8624,288.2486,0.0
P13_006164_2585_XN_78N096W_P14_006520_2583_XN_78N096W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P14_006520_2583_XN_78N096W,output_-110_-100_60_85,79.5356,80.3757,201.4107,0.0
P13_006164_2585_XN_78N096W_P14_006586_2585_XN_78N098W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P14_006586_2585_XN_78N098W,output_-110_-100_60_85,79.3462,80.8891,508.7405,0.0
P13_006164_2585_XN_78N096W_P17_007667_2614_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P17_007667_2614_XN_81N105W,output_-110_-100_60_85,80.458,80.7576,6.3633,0.0
P13_006164_2585_XN_78N096W_P21_009315_2608_XI_80N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P21_009315_2608_XI_80N101W,output_-110_-100_60_85,79.3462,80.8772,528.4065,0.0
P13_006164_2585_XN_78N096W_P22_009447_2593_XN_79N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_P22_009447_2593_XN_79N099W,output_-110_-100_60_85,79.3462,80.6004,374.504,0.0
P13_006164_2585_XN_78N096W_B02_010370_2599_XN_79N100W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_B02_010370_2599_XN_79N100W,output_-110_-100_60_85,79.5331,80.0736,53.782,0.0
P13_006164_2585_XN_78N096W_G17_024901_2629_XI_82N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_G17_024901_2629_XI_82N104W,output_-110_-100_60_85,80.551,80.9387,147.4907,0.0
P13_006164_2585_XN_78N096W_G18_025178_2615_XN_81N101W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_G18_025178_2615_XN_81N101W,output_-110_-100_60_85,80.126,80.9387,463.3551,0.0
P13_006164_2585_XN_78N096W_D01_027433_2597_XN_79N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_D01_027433_2597_XN_79N099W,output_-110_-100_60_85,79.3462,79.9769,26.3054,0.0
P13_006164_2585_XN_78N096W_D01_027446_2602_XN_80N099W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_D01_027446_2602_XN_80N099W,output_-110_-100_60_85,79.6887,80.4918,275.2408,0.0
P13_006164_2585_XN_78N096W_G22_026958_2608_XN_80N098W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_G22_026958_2608_XN_80N098W,output_-110_-100_60_85,80.8275,80.9387,7.988,0.0
P13_006164_2585_XN_78N096W_F21_043903_2619_XN_81N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_F21_043903_2619_XN_81N102W,output_-110_-100_60_85,80.45,80.9387,280.7006,0.0
P13_006164_2585_XN_78N096W_J20_052474_2607_XN_80N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006164_2585_XN_78N096W_J20_052474_2607_XN_80N102W,output_-110_-100_60_85,80.378,80.8614,183.7558,0.0
P13_006204_2622_XN_82N116W_P13_006283_2591_XN_79N106W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P13_006283_2591_XN_79N106W,output_-110_-100_60_85,79.7568,80.0506,16.3761,0.0
P13_006204_2622_XN_82N116W_P17_007852_2594_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P17_007852_2594_XN_79N110W,output_-110_-100_60_85,79.7422,80.0506,690.7742,0.0
P13_006204_2622_XN_82N116W_P18_008063_2594_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P18_008063_2594_XN_79N110W,output_-110_-100_60_85,79.7422,80.0506,652.4594,0.0
P13_006204_2622_XN_82N116W_P21_009131_2623_XI_82N116W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P21_009131_2623_XI_82N116W,output_-110_-100_60_85,79.8286,79.8759,2200.8643,0.0
P13_006204_2622_XN_82N116W_P21_009368_2605_XI_80N108W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P21_009368_2605_XI_80N108W,output_-110_-100_60_85,79.7422,80.0506,560.3632,0.0
P13_006204_2622_XN_82N116W_P22_009632_2592_XN_79N109W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_P22_009632_2592_XN_79N109W,output_-110_-100_60_85,79.7422,80.0506,648.415,0.0
P13_006204_2622_XN_82N116W_B18_016647_2596_XN_79N110W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006204_2622_XN_82N116W_B18_016647_2596_XN_79N110W,output_-110_-100_60_85,79.7422,79.8397,27.6455,0.0
P13_006204_2622_XN_82N116W_B19_017135_2595_XN_79N110W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006204_2622_XN_82N116W_B19_017135_2595_XN_79N110W,output_-110_-100_60_85,79.7422,79.8399,29.4737,0.0
P13_006204_2622_XN_82N116W_G01_018414_2598_XN_79N111W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_G01_018414_2598_XN_79N111W,output_-110_-100_60_85,79.7422,79.7749,523.1738,0.0
P13_006204_2622_XN_82N116W_G01_018448_2798_XN_80N111W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_G01_018448_2798_XN_80N111W,output_-110_-100_60_85,79.8337,80.0506,920.0686,0.0
P13_006204_2622_XN_82N116W_G16_024585_2595_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_G16_024585_2595_XN_79N110W,output_-110_-100_60_85,79.7422,79.8617,104.8561,0.0
P13_006204_2622_XN_82N116W_G18_025363_2615_XN_81N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_G18_025363_2615_XN_81N112W,output_-110_-100_60_85,79.989,80.0506,483.6249,0.0
P13_006204_2622_XN_82N116W_D01_027494_2798_XN_80N111W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_D01_027494_2798_XN_80N111W,output_-110_-100_60_85,79.8961,80.0506,931.7676,0.0
P13_006204_2622_XN_82N116W_D01_027407_2600_XN_80N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_D01_027407_2600_XN_80N110W,output_-110_-100_60_85,79.7422,80.0506,527.4698,0.0
P13_006204_2622_XN_82N116W_D01_027697_2604_XN_80N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_D01_027697_2604_XN_80N110W,output_-110_-100_60_85,79.901,80.0506,434.0058,0.0
P13_006204_2622_XN_82N116W_D21_035266_2595_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_D21_035266_2595_XN_79N110W,output_-110_-100_60_85,79.7422,79.8318,87.306,0.0
P13_006204_2622_XN_82N116W_F23_044866_2601_XN_80N112W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_F23_044866_2601_XN_80N112W,output_-110_-100_60_85,79.7689,79.8852,1042.2278,0.0
P13_006204_2622_XN_82N116W_J16_051103_2596_XN_79N110W,G:\crater_flux_output_folders\output_-115_-110_50_85\P13_006204_2622_XN_82N116W_J16_051103_2596_XN_79N110W,output_-110_-100_60_85,79.7422,79.9375,234.4292,0.0
P13_006217_2589_XN_78N104W_P13_006283_2591_XN_79N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P13_006283_2591_XN_79N106W,output_-110_-100_60_85,77.0532,81.026,1440.3443,0.0
P13_006217_2589_XN_78N104W_P14_006507_2634_XN_83N112W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P14_006507_2634_XN_83N112W,output_-110_-100_60_85,80.885,81.34,390.9565,0.0
P13_006217_2589_XN_78N104W_P17_007667_2614_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P17_007667_2614_XN_81N105W,output_-110_-100_60_85,80.8526,81.34,109.5482,0.0
P13_006217_2589_XN_78N104W_P18_008097_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P18_008097_2787_XN_81N105W,output_-110_-100_60_85,80.9518,81.34,136.3818,0.0
P13_006217_2589_XN_78N104W_P20_008822_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P20_008822_2787_XN_81N105W,output_-110_-100_60_85,80.9501,81.3135,104.2448,0.0
P13_006217_2589_XN_78N104W_P20_009012_2609_XN_80N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P20_009012_2609_XN_80N106W,output_-110_-100_60_85,80.44,81.2069,753.3783,0.0
P13_006217_2589_XN_78N104W_P21_009157_2635_XI_83N115W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P21_009157_2635_XI_83N115W,output_-110_-100_60_85,81.006,81.34,331.5599,0.0
P13_006217_2589_XN_78N104W_P21_009368_2605_XI_80N108W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P21_009368_2605_XI_80N108W,output_-110_-100_60_85,78.1313,81.1869,1408.7149,0.0
P13_006217_2589_XN_78N104W_P22_009579_2594_XN_79N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P22_009579_2594_XN_79N104W,output_-110_-100_60_85,77.811,80.768,4406.7019,0.0
P13_006217_2589_XN_78N104W_P22_009632_2592_XN_79N109W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P22_009632_2592_XN_79N109W,output_-110_-100_60_85,79.9573,81.067,131.9199,0.0
P13_006217_2589_XN_78N104W_P22_009837_2840_XN_76N104W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_P22_009837_2840_XN_76N104W,output_-110_-100_60_85,76.3846,78.306,1829.4349,0.0
P13_006217_2589_XN_78N104W_B01_009877_2793_XN_80N110W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B01_009877_2793_XN_80N110W,output_-110_-100_60_85,80.5112,80.946,97.3794,0.0
P13_006217_2589_XN_78N104W_B01_009903_2842_XI_75N106W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B01_009903_2842_XI_75N106W,output_-110_-100_60_85,77.1233,78.276,621.6747,0.0
P13_006217_2589_XN_78N104W_B01_010127_2842_XN_75N102W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B01_010127_2842_XN_75N102W,output_-110_-100_60_85,76.204,77.3355,1035.846,0.0
P13_006217_2589_XN_78N104W_B03_010660_2601_XN_80N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B03_010660_2601_XN_80N103W,output_-110_-100_60_85,80.1056,80.1274,0.1449,0.0
P13_006217_2589_XN_78N104W_B21_017715_2578_XN_77N103W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B21_017715_2578_XN_77N103W,output_-110_-100_60_85,77.2773,78.078,1071.4189,0.0
P13_006217_2589_XN_78N104W_B21_017794_2613_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B21_017794_2613_XN_81N105W,output_-110_-100_60_85,80.834,81.34,141.4835,0.0
P13_006217_2589_XN_78N104W_B21_017649_2556_XN_75N100W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B21_017649_2556_XN_75N100W,output_-110_-100_60_85,76.2054,76.7472,809.4098,0.0
P13_006217_2589_XN_78N104W_B21_017828_2831_XN_76N107W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B21_017828_2831_XN_76N107W,output_-110_-100_60_85,77.7724,78.6643,265.2923,0.0
P13_006217_2589_XN_78N104W_B22_018171_2787_XN_81N105W,G:\crater_flux_output_folders\output_-110_-100_60_85\P13_006217_2589_XN_78N104W_B22_018171_2787_XN_81N105W,output_-110_-100_60_85,80.9615,81.34,123.6526,0.0
